CustomerID,CustomerName,Postcode,JoinDate,LastVisitDate,TotalVisits,AvgBasketValue,TotalSpend,CategoryCount,TopCategory,SecondCategory,ThirdCategory,DaysSinceLastVisit,RetentionScore,Segment,OnlineOrders,InStoreVisits,PromotionRedemptions,LoyaltyPoints,PrevMonthSpend,SpendChange,NationalAvgBasket,NationalAvgVisits
CUST-00139,Ryan Adams,2155,2025-12-27,2026-02-05,6,47.69,286.14,3,Eye Care,OTC Medicines,Oral Care,24,59,New Customers,0,6,4,359,67.26,-7.7,37.58,34
CUST-00140,Lucas Harris,2234,2026-02-07,2026-02-20,5,55.41,277.05,3,Eye Care,Health Devices,Digestive Health,9,63,New Customers,1,4,1,268,198.10,-28.1,44.63,31
CUST-00141,Madison Thomas,2025,2024-05-04,2026-02-11,34,40.85,1388.90,3,Prescription,OTC Medicines,Eye Care,18,59,Regular Shoppers,5,29,15,1383,200.10,-16.4,43.32,32
CUST-00142,Ryan Green,2210,2023-11-09,2025-12-30,28,32.73,916.44,4,Prescription,Fragrance,Sun Care,61,15,At-Risk,1,27,6,901,123.40,21.0,47.95,24
CUST-00143,Daniel Hughes,2160,2025-02-07,2026-02-25,84,116.19,9759.96,7,First Aid,Health Devices,Sun Care,4,76,Power Shoppers,11,73,5,9930,554.92,-16.5,44.06,21
CUST-00144,Natalie Nguyen,2228,2025-09-26,2026-02-23,53,48.64,2577.92,5,Digestive Health,First Aid,Eye Care,6,55,Regular Shoppers,5,48,13,3802,79.51,-3.8,42.76,23
CUST-00145,Trinity Moore,2190,2024-10-25,2026-02-12,18,16.01,288.18,3,Digestive Health,Prescription,Oral Care,17,50,Occasional Visitors,1,17,2,366,40.96,26.3,46.10,32
CUST-00146,Brianna Hayes,2070,2024-07-23,2026-02-01,8,46.04,368.32,1,Oral Care,,,28,43,Occasional Visitors,1,7,6,452,52.24,4.7,38.49,24
CUST-00147,Gabriella Doyle,2120,2024-09-12,2026-01-14,38,59.08,2245.04,6,OTC Medicines,Personal Care,Allergy & Sinus,46,16,At-Risk,5,33,1,2532,161.35,-4.9,45.05,29
CUST-00148,Thomas Martinez,2000,2025-12-27,2026-02-16,5,28.89,144.45,2,Fragrance,Vitamins & Supplements,,13,64,New Customers,0,5,1,136,77.92,15.0,43.84,21
CUST-00149,Amelia Nguyen,2220,2025-08-31,2026-02-25,29,66.23,1920.67,7,Allergy & Sinus,Vitamins & Supplements,OTC Medicines,4,79,Regular Shoppers,4,25,1,2260,325.94,15.1,33.04,24
CUST-00150,Andrew Murray,2130,2025-03-27,2025-11-17,27,38.14,1029.78,5,Vitamins & Supplements,Fragrance,Beauty & Skincare,104,13,At-Risk,3,24,2,1319,114.48,-21.5,40.02,26
CUST-00151,Jasmine Campbell,2095,2025-05-17,2026-02-23,69,119.31,8232.39,8,OTC Medicines,Fragrance,Oral Care,6,82,Power Shoppers,8,61,9,10290,478.62,19.8,42.63,33
CUST-00152,Natalie Baker,2112,2026-01-28,2026-02-14,5,42.92,214.60,1,Weight Management,,,15,53,New Customers,0,5,2,263,106.67,-3.7,44.39,31
CUST-00153,Brianna Mitchell,2216,2024-07-16,2026-02-11,50,47.66,2383.00,3,Sun Care,Health Devices,Weight Management,18,65,Regular Shoppers,5,45,5,1936,126.06,10.7,41.82,20
CUST-00154,Alexander Miller,2125,2025-07-03,2026-01-12,21,29.24,614.04,2,Oral Care,Weight Management,,48,52,Occasional Visitors,3,18,12,575,73.39,18.5,39.23,34
CUST-00155,Kylie Moore,2080,2024-06-28,2026-02-19,38,48.88,1857.44,7,Health Devices,Fragrance,Allergy & Sinus,10,67,Regular Shoppers,0,38,14,1961,111.93,8.7,42.94,22
CUST-00156,Emilia Brown,2210,2024-08-19,2026-02-11,21,28.89,606.69,4,Prescription,Allergy & Sinus,First Aid,18,36,Occasional Visitors,5,16,4,615,103.84,7.6,39.30,19
CUST-00157,Samuel Wang,2190,2024-05-22,2025-12-22,24,66.18,1588.32,6,Personal Care,Eye Care,Sun Care,69,26,At-Risk,0,24,11,1917,145.46,14.4,35.47,24
CUST-00158,Eleanor Moore,2030,2024-05-28,2026-02-10,45,38.84,1747.80,8,Beauty & Skincare,Sun Care,Baby & Child,19,69,Regular Shoppers,0,45,2,2387,121.08,18.7,47.14,19
CUST-00159,Ava Allen,2020,2024-08-05,2026-02-27,81,88.21,7145.01,7,Oral Care,Sun Care,Digestive Health,2,75,Power Shoppers,15,66,8,7737,181.51,24.7,35.19,31
CUST-00160,Mila Flores,2114,2025-09-09,2026-01-09,9,38.30,344.70,4,Fragrance,Personal Care,Sun Care,51,47,Occasional Visitors,2,7,6,277,140.31,7.5,34.28,30
CUST-00161,Josephine Lopez,2176,2024-08-29,2026-01-23,20,43.87,877.40,4,Baby & Child,OTC Medicines,Sun Care,37,46,Occasional Visitors,2,18,13,1211,212.70,0.5,32.47,29
CUST-00162,Anna Thompson,2060,2026-02-14,2026-02-06,1,52.23,52.23,4,Allergy & Sinus,First Aid,Baby & Child,23,45,New Customers,3,-2,0,62,140.98,-27.6,36.62,20
CUST-00163,Sadie Hughes,2077,2025-08-12,2026-01-22,15,37.15,557.25,4,Sun Care,OTC Medicines,Eye Care,38,44,Occasional Visitors,3,12,14,603,38.80,12.5,46.26,20
CUST-00164,Joseph White,2230,2025-09-03,2026-01-29,5,36.77,183.85,3,OTC Medicines,Beauty & Skincare,Weight Management,31,31,Occasional Visitors,2,3,1,235,55.10,10.4,39.20,24
CUST-00165,Lucy Robinson,2176,2024-01-17,2025-11-19,16,61.07,977.12,6,Oral Care,First Aid,Baby & Child,102,21,At-Risk,0,16,9,1168,62.79,19.0,42.26,23
CUST-00166,Leah McCarthy,2153,2024-04-19,2026-02-19,39,54.79,2136.81,8,Weight Management,Vitamins & Supplements,Health Devices,10,75,Regular Shoppers,3,36,5,2113,76.40,-17.9,47.60,27
CUST-00167,Thomas Quinn,2025,2024-06-18,2026-02-18,21,67.86,1425.06,6,Prescription,Health Devices,Sun Care,11,65,Regular Shoppers,2,19,6,1237,122.99,-29.5,37.04,34
CUST-00168,Emily Ryan,2140,2025-01-19,2026-02-06,6,18.64,111.84,1,Health Devices,,,23,55,Occasional Visitors,1,5,6,144,21.25,-13.8,45.97,19
CUST-00169,Emma Duffy,2040,2024-05-20,2026-02-15,46,69.92,3216.32,7,Prescription,Oral Care,Weight Management,14,57,Regular Shoppers,5,41,12,4753,129.26,-12.0,42.52,18
CUST-00170,Lucy Lee,2060,2025-08-15,2025-09-24,13,51.58,670.54,5,Personal Care,Baby & Child,First Aid,158,21,At-Risk,0,13,12,583,243.42,-24.8,44.50,19
CUST-00171,Piper Fitzgerald,2075,2026-01-16,2026-02-14,6,23.66,141.96,1,Baby & Child,,,15,69,New Customers,0,6,1,165,81.25,28.5,32.49,29
CUST-00172,Olivia Harris,2070,2024-12-08,2026-02-20,113,129.39,14621.07,12,Fragrance,Eye Care,Prescription,9,77,Power Shoppers,12,101,6,17327,554.13,-0.8,36.25,35
CUST-00173,Liam Power,2050,2025-10-01,2026-02-18,37,54.92,2032.04,3,Personal Care,Baby & Child,Sun Care,11,68,Regular Shoppers,0,37,12,1895,106.99,19.1,36.44,27
CUST-00174,Adeline Williams,2112,2025-06-03,2026-01-28,13,22.48,292.24,2,Allergy & Sinus,Sun Care,,32,51,Occasional Visitors,4,9,10,351,33.78,9.1,47.94,31
CUST-00175,Reagan Ryan,2155,2025-02-11,2025-11-16,24,44.85,1076.40,6,Personal Care,Beauty & Skincare,Baby & Child,105,13,At-Risk,3,21,0,1233,128.78,3.1,39.53,24
CUST-00176,Sarah Williams,2020,2024-02-24,2025-12-20,19,45.00,855.00,5,Digestive Health,Weight Management,Personal Care,71,15,At-Risk,2,17,5,1212,190.18,25.2,46.71,24
CUST-00177,Delilah Zhang,2228,2025-04-13,2026-02-23,30,54.47,1634.10,5,Baby & Child,Personal Care,Health Devices,6,69,Regular Shoppers,2,28,4,1568,227.64,-13.2,45.99,28
CUST-00178,Stella Kelly,2176,2025-08-17,2026-02-23,27,64.39,1738.53,5,Digestive Health,Fragrance,Personal Care,6,74,Regular Shoppers,2,25,0,2251,294.23,-3.1,33.91,26
CUST-00179,Ella Zhang,2170,2025-12-07,2026-02-05,1,27.48,27.48,2,Baby & Child,Prescription,,24,59,New Customers,3,-2,1,27,60.06,-28.0,36.24,33
CUST-00180,Sarah King,2234,2025-06-30,2026-02-19,43,60.52,2602.36,7,Health Devices,Beauty & Skincare,Baby & Child,10,56,Regular Shoppers,1,42,6,3885,230.72,16.5,36.11,28
CUST-00181,David Rivera,2020,2024-09-06,2026-02-23,49,40.40,1979.60,4,Prescription,Oral Care,Health Devices,6,61,Regular Shoppers,2,47,4,2382,125.73,15.5,41.28,34
CUST-00182,Nevaeh Kelly,2205,2025-04-23,2026-02-23,45,52.85,2378.25,8,Weight Management,Fragrance,Beauty & Skincare,6,74,Regular Shoppers,3,42,13,2744,254.36,-1.0,38.43,31
CUST-00183,Madeline Park,2155,2025-07-16,2026-02-12,9,19.11,171.99,4,Digestive Health,Oral Care,Allergy & Sinus,17,46,Occasional Visitors,4,5,6,174,24.75,24.8,37.40,33
CUST-00184,Maria Martinez,2170,2024-06-04,2025-11-03,29,58.63,1700.27,2,Fragrance,Baby & Child,,118,26,At-Risk,0,29,15,1411,276.22,-5.6,34.18,24
CUST-00185,Aaliyah Mitchell,2065,2025-08-17,2026-02-02,4,24.96,99.84,3,Vitamins & Supplements,Health Devices,Baby & Child,27,47,Occasional Visitors,1,3,2,126,107.78,-4.8,36.33,21
CUST-00186,Anna Flores,2130,2024-01-10,2026-02-23,96,88.18,8465.28,7,Sun Care,Health Devices,Weight Management,6,94,Power Shoppers,13,83,12,9475,357.60,16.7,38.51,33
CUST-00187,Sophia Young,2110,2025-08-21,2026-02-02,7,35.81,250.67,3,First Aid,Prescription,Vitamins & Supplements,27,37,Occasional Visitors,2,5,0,225,137.57,26.2,44.61,18
CUST-00188,Samantha Ramirez,2230,2025-02-18,2026-01-05,14,32.57,455.98,2,Digestive Health,Sun Care,,55,35,Occasional Visitors,5,9,7,487,39.28,-15.8,34.67,22
CUST-00189,Emilia Regan,2150,2024-07-21,2026-01-15,14,32.25,451.50,1,Weight Management,,,45,48,Occasional Visitors,3,11,1,549,154.17,-4.5,33.21,33
CUST-00190,Emma Ramirez,2234,2025-12-25,2026-02-27,5,39.04,195.20,3,Sun Care,Oral Care,Weight Management,2,50,New Customers,5,0,2,183,157.64,-8.9,36.76,27
CUST-00191,Gabriella Rivera,2200,2024-05-29,2025-11-11,11,59.25,651.75,4,Vitamins & Supplements,Eye Care,Digestive Health,110,26,At-Risk,1,10,0,879,211.52,-24.8,35.46,23
CUST-00192,Paisley Long,2114,2025-05-20,2026-02-09,21,47.61,999.81,6,Sun Care,Oral Care,Baby & Child,20,58,Regular Shoppers,2,19,2,1346,106.52,-1.8,47.18,32
CUST-00193,Sarah Wang,2010,2025-07-29,2026-02-09,15,36.19,542.85,4,Digestive Health,Beauty & Skincare,Health Devices,20,36,Occasional Visitors,3,12,11,690,114.11,-4.0,39.71,28
CUST-00194,Scarlett Lee,2200,2023-11-09,2026-01-05,33,72.59,2395.47,3,Digestive Health,Eye Care,Allergy & Sinus,55,23,At-Risk,5,28,8,2581,261.50,-17.6,36.45,29
CUST-00195,Grace Power,2042,2024-03-08,2026-02-23,25,30.49,762.25,6,Vitamins & Supplements,Digestive Health,Eye Care,6,68,Regular Shoppers,4,21,0,1020,123.26,-28.9,35.50,34
CUST-00196,Isabella Martinez,2040,2023-12-17,2025-11-04,48,56.23,2699.04,3,Weight Management,Allergy & Sinus,First Aid,117,15,At-Risk,4,44,5,3959,57.39,-1.5,40.68,35
CUST-00197,Oliver White,2030,2023-12-31,2025-09-12,24,34.54,828.96,6,Prescription,Personal Care,Health Devices,170,28,At-Risk,0,24,9,1055,96.51,15.5,42.27,24
CUST-00198,Joseph Wang,2050,2025-04-23,2026-01-23,17,15.46,262.82,3,Sun Care,Allergy & Sinus,Fragrance,37,38,Occasional Visitors,0,17,8,264,48.80,-24.5,34.90,31
CUST-00199,Samantha Jackson,2170,2025-08-25,2026-02-22,40,61.03,2441.20,7,Vitamins & Supplements,Sun Care,Allergy & Sinus,7,69,Regular Shoppers,1,39,11,2572,275.74,-14.7,42.08,33
CUST-00200,Margaret Singh,2080,2025-02-27,2026-02-12,20,40.26,805.20,6,Health Devices,Prescription,First Aid,17,59,Regular Shoppers,4,16,6,700,109.04,14.6,33.64,34
CUST-00201,Victoria Carroll,2025,2025-11-05,2026-02-11,49,69.65,3412.85,5,Fragrance,OTC Medicines,Allergy & Sinus,18,68,Regular Shoppers,0,49,10,4065,207.28,9.6,42.63,28
CUST-00202,Abigail Hayes,2075,2025-01-31,2026-01-02,19,49.17,934.23,1,OTC Medicines,,,58,32,Occasional Visitors,5,14,9,1377,189.73,-29.3,33.22,26
CUST-00203,Nora Murphy,2110,2024-09-19,2026-02-24,35,41.09,1438.15,8,Baby & Child,Eye Care,Personal Care,5,71,Regular Shoppers,3,32,14,2060,146.06,-21.1,38.47,28
CUST-00204,Noah Sanchez,2042,2024-10-18,2026-02-05,10,27.26,272.60,1,Weight Management,,,24,46,Occasional Visitors,1,9,7,327,98.74,-5.1,35.15,31
CUST-00205,Mackenzie Lee,2030,2024-05-20,2026-02-17,46,62.90,2893.40,5,Allergy & Sinus,Digestive Health,Prescription,12,70,Regular Shoppers,4,42,0,2857,124.15,-17.8,39.89,31
CUST-00206,Mia Nolan,2090,2024-04-16,2026-02-20,97,74.10,7187.70,8,OTC Medicines,Sun Care,Allergy & Sinus,9,79,Power Shoppers,9,88,6,5823,329.31,-24.1,40.90,32
CUST-00207,Emma Duffy,2070,2024-07-06,2026-02-09,28,54.75,1533.00,7,Oral Care,Personal Care,Allergy & Sinus,20,77,Regular Shoppers,4,24,8,1333,264.81,6.6,32.77,24
CUST-00208,Trinity White,2160,2024-12-22,2026-02-10,5,35.19,175.95,2,OTC Medicines,Personal Care,,19,42,Occasional Visitors,1,4,1,263,128.55,-5.4,43.49,21
CUST-00209,Mackenzie Rivera,2153,2025-06-16,2026-01-22,6,41.07,246.42,4,Eye Care,Baby & Child,Allergy & Sinus,38,30,Occasional Visitors,4,2,3,266,114.30,-10.5,44.61,25
CUST-00210,Melody O'Connor,2234,2025-05-31,2025-10-10,35,37.50,1312.50,5,Weight Management,First Aid,Personal Care,142,13,At-Risk,2,33,8,1622,88.54,-28.3,33.59,31
CUST-00211,Natalie Hall,2130,2025-12-01,2026-02-25,7,60.16,421.12,1,Fragrance,,,4,61,New Customers,0,7,4,438,75.36,13.6,36.51,29
CUST-00212,Vivian King,2080,2024-09-28,2026-01-06,10,32.77,327.70,3,Sun Care,First Aid,Vitamins & Supplements,54,41,Occasional Visitors,5,5,1,491,80.44,-28.9,33.06,27
CUST-00213,Quinn Clark,2195,2025-03-18,2026-01-06,19,35.60,676.40,4,Allergy & Sinus,Weight Management,Health Devices,54,40,Occasional Visitors,4,15,5,685,78.66,27.0,34.93,26
CUST-00214,Elizabeth Gonzalez,2220,2025-03-17,2026-02-18,42,60.15,2526.30,5,Beauty & Skincare,Vitamins & Supplements,Oral Care,11,61,Regular Shoppers,1,41,8,3730,203.73,24.2,47.58,35
CUST-00215,Anna Davis,2110,2024-03-01,2026-02-13,49,63.64,3118.36,3,Digestive Health,Sun Care,Fragrance,16,66,Regular Shoppers,5,44,9,4082,262.79,-0.5,47.55,27
CUST-00216,Ella Park,2195,2024-01-17,2026-02-27,94,104.74,9845.56,8,OTC Medicines,Health Devices,Eye Care,2,94,Power Shoppers,2,92,10,12221,360.79,-12.8,32.13,29
CUST-00217,Layla O'Brien,2095,2025-05-17,2026-02-03,16,16.92,270.72,4,Personal Care,Fragrance,Sun Care,26,43,Occasional Visitors,3,13,1,316,78.12,-5.3,37.43,28
CUST-00218,Hazel Zhang,2210,2024-09-09,2026-02-10,39,74.62,2910.18,7,Sun Care,Vitamins & Supplements,Fragrance,19,65,Regular Shoppers,2,37,3,2666,114.67,11.8,37.39,25
CUST-00219,Riley Singh,2070,2025-01-16,2026-02-24,40,65.01,2600.40,5,Oral Care,Eye Care,Health Devices,5,78,Regular Shoppers,5,35,14,3219,265.78,12.9,33.70,28
CUST-00220,Emilia Roberts,2125,2024-09-12,2026-02-13,47,48.46,2277.62,5,Sun Care,Personal Care,Prescription,16,68,Regular Shoppers,3,44,11,2011,154.62,-4.7,41.49,32
CUST-00221,Brooklyn Liu,2020,2024-11-27,2026-02-09,11,16.13,177.43,4,Personal Care,Allergy & Sinus,Prescription,20,27,Occasional Visitors,4,7,5,177,80.05,-11.6,40.13,25
CUST-00222,Lyla Kim,2010,2025-09-14,2025-12-06,40,40.15,1606.00,3,Digestive Health,Allergy & Sinus,Prescription,85,19,At-Risk,3,37,1,1909,151.14,-8.5,32.71,20
CUST-00223,Vivian Lynch,2010,2026-02-07,2026-02-03,3,62.35,187.05,2,Baby & Child,First Aid,,26,65,New Customers,3,0,1,246,232.36,26.9,34.80,33
CUST-00224,Isla Carter,2160,2025-12-19,2026-02-24,3,31.65,94.95,3,Sun Care,First Aid,Allergy & Sinus,5,42,New Customers,4,-1,0,114,114.29,-15.7,36.54,24
CUST-00225,Joseph Williams,2130,2023-11-05,2026-02-27,59,122.77,7243.43,5,Weight Management,Vitamins & Supplements,Oral Care,2,78,Power Shoppers,7,52,13,6091,497.96,19.7,44.35,25
CUST-00226,Julia Singh,2176,2026-01-31,2026-02-02,2,26.66,53.32,4,Digestive Health,Allergy & Sinus,Weight Management,27,50,New Customers,2,0,1,74,72.81,-8.3,43.97,24
CUST-00227,Nevaeh Anderson,2025,2025-02-02,2026-01-05,27,71.69,1935.63,2,Weight Management,Baby & Child,,55,29,At-Risk,1,26,12,2783,171.00,16.7,35.92,24
CUST-00228,Caroline Jones,2112,2025-07-02,2026-02-08,13,38.58,501.54,1,Weight Management,,,21,52,Occasional Visitors,0,13,0,631,41.70,5.1,39.30,24
CUST-00229,Mila Perez,2090,2024-05-01,2026-02-26,20,48.94,978.80,7,Baby & Child,First Aid,Sun Care,3,69,Regular Shoppers,5,15,14,1179,170.89,11.2,47.50,34
CUST-00230,Aurora Young,2232,2024-08-01,2026-01-16,8,34.83,278.64,3,Allergy & Sinus,Vitamins & Supplements,Weight Management,44,50,Occasional Visitors,1,7,5,402,157.25,-5.3,37.95,34
CUST-00231,Leah Nolan,2210,2026-02-13,2026-02-17,8,65.05,520.40,1,Baby & Child,,,12,53,New Customers,4,4,4,480,313.99,8.1,40.70,25
CUST-00232,Aria Byrne,2100,2025-08-11,2026-02-13,19,46.58,885.02,1,Personal Care,,,16,38,Occasional Visitors,2,17,2,1190,229.37,-12.4,32.96,33
CUST-00233,Mila Garcia,2050,2025-01-20,2026-01-25,20,23.51,470.20,2,Digestive Health,Prescription,,35,27,Occasional Visitors,3,17,15,424,101.60,-21.7,35.20,19
CUST-00234,Madeline Kumar,2228,2024-02-23,2025-12-13,33,42.77,1411.41,2,Beauty & Skincare,Vitamins & Supplements,,78,27,At-Risk,5,28,3,2026,158.28,-23.4,37.95,30
CUST-00235,Evelyn O'Neill,2216,2025-04-05,2026-01-10,19,42.99,816.81,3,Sun Care,First Aid,Prescription,50,36,Occasional Visitors,4,15,11,963,62.33,-27.6,33.86,30
CUST-00236,Eva Daly,2125,2023-09-26,2026-02-22,117,106.40,12448.80,7,Baby & Child,Personal Care,OTC Medicines,7,83,Power Shoppers,14,103,3,17921,175.24,4.8,47.31,19
CUST-00237,Sydney Jackson,2020,2024-09-15,2026-01-30,21,31.47,660.87,1,Fragrance,,,30,38,Occasional Visitors,2,19,6,989,104.09,27.9,43.65,21
CUST-00238,Alyssa Dunne,2125,2025-04-27,2026-01-09,11,31.95,351.45,3,Prescription,Weight Management,Health Devices,51,47,Occasional Visitors,0,11,3,293,89.91,27.7,39.63,35
CUST-00239,Paisley Baker,2170,2024-08-01,2026-02-22,51,37.71,1923.21,5,Baby & Child,Oral Care,Weight Management,7,73,Regular Shoppers,0,51,2,2007,66.69,18.6,32.46,31
CUST-00240,Sophia Burke,2065,2026-02-07,2026-02-09,4,55.50,222.00,4,Vitamins & Supplements,Sun Care,Personal Care,20,60,New Customers,0,4,4,288,163.67,-1.0,46.71,21
CUST-00241,Kylie Campbell,2095,2024-05-30,2026-02-12,36,33.81,1217.16,3,Fragrance,Eye Care,Personal Care,17,54,Regular Shoppers,3,33,1,1008,60.31,13.8,39.51,33
CUST-00242,Chloe Adams,2020,2025-04-30,2026-02-14,34,34.80,1183.20,5,Prescription,First Aid,Baby & Child,15,71,Regular Shoppers,1,33,11,1365,140.73,-11.9,38.29,33
CUST-00243,Stella Lewis,2120,2025-05-15,2026-02-12,33,51.04,1684.32,7,Personal Care,Oral Care,OTC Medicines,17,73,Regular Shoppers,4,29,15,1611,189.58,-16.0,32.33,32
CUST-00244,Riley Carroll,2224,2025-03-13,2025-09-16,46,72.84,3350.64,3,First Aid,Fragrance,Eye Care,166,5,At-Risk,5,41,6,3845,121.92,-4.7,37.02,26
CUST-00245,Samuel Murphy,2125,2025-01-02,2026-02-17,54,71.26,3848.04,8,OTC Medicines,Oral Care,Personal Care,12,68,Regular Shoppers,5,49,4,4434,316.35,-15.5,45.97,24
CUST-00246,Peyton Kennedy,2114,2024-05-13,2026-02-09,45,53.98,2429.10,3,Eye Care,Allergy & Sinus,Health Devices,20,80,Regular Shoppers,3,42,10,2201,207.95,3.1,45.66,24
CUST-00247,David Park,2085,2025-02-12,2026-02-13,34,65.19,2216.46,7,Sun Care,Weight Management,Eye Care,16,72,Regular Shoppers,1,33,12,3157,104.04,6.6,33.30,31
CUST-00248,Natalie Martinez,2190,2024-09-03,2026-02-08,26,63.27,1645.02,7,Beauty & Skincare,Health Devices,Weight Management,21,54,Regular Shoppers,1,25,12,2116,242.46,29.2,36.33,27
CUST-00249,Camila Rivera,2190,2025-12-02,2026-02-20,6,63.38,380.28,2,Fragrance,Weight Management,,9,70,New Customers,2,4,1,523,183.71,-7.2,38.67,33
CUST-00250,Naomi Dunne,2150,2025-04-04,2026-02-19,52,92.44,4806.88,9,Prescription,First Aid,Fragrance,10,88,Power Shoppers,3,49,3,4818,226.56,12.3,34.10,32
CUST-00251,Paisley Hill,2230,2025-01-15,2026-02-18,44,52.32,2302.08,4,Sun Care,Weight Management,Allergy & Sinus,11,52,Regular Shoppers,3,41,13,3404,134.50,27.3,41.01,34
CUST-00252,Ella Perez,2025,2024-08-10,2026-01-31,11,16.62,182.82,3,Sun Care,Personal Care,Vitamins & Supplements,29,46,Occasional Visitors,4,7,3,211,66.03,24.3,47.02,24
CUST-00253,Ava Anderson,2100,2024-08-17,2026-02-23,80,139.55,11164.00,8,Baby & Child,Prescription,Digestive Health,6,84,Power Shoppers,6,74,4,13224,325.72,-28.5,47.87,19
CUST-00254,Mia Brennan,2090,2024-03-26,2026-02-17,40,60.24,2409.60,5,First Aid,Allergy & Sinus,Oral Care,12,61,Regular Shoppers,5,35,11,3445,178.12,22.8,33.20,30
CUST-00255,Autumn O'Neill,2195,2024-04-15,2025-10-06,26,47.43,1233.18,4,Oral Care,Weight Management,Prescription,146,13,At-Risk,5,21,2,1524,189.18,-4.4,40.32,33
CUST-00256,Chloe Hill,2170,2025-01-27,2026-02-24,39,36.34,1417.26,3,Vitamins & Supplements,Sun Care,First Aid,5,71,Regular Shoppers,2,37,5,2124,159.23,-26.1,41.64,29
CUST-00257,Lucy Gallagher,2085,2026-01-19,2026-01-30,5,29.71,148.55,3,Personal Care,Allergy & Sinus,Fragrance,30,44,New Customers,1,4,2,123,113.91,-10.7,39.08,21
CUST-00258,Lyla Kumar,2150,2025-02-13,2025-12-30,48,67.47,3238.56,3,Prescription,Oral Care,Baby & Child,61,9,At-Risk,5,43,3,4264,218.48,-9.7,40.15,31
CUST-00259,Margaret Walker,2050,2024-08-10,2026-02-07,22,30.29,666.38,2,Baby & Child,OTC Medicines,,22,52,Occasional Visitors,0,22,8,741,129.87,15.1,45.22,32
CUST-00260,Anna Kim,2085,2025-03-08,2026-02-03,4,43.56,174.24,2,Health Devices,Allergy & Sinus,,26,51,Occasional Visitors,4,0,3,165,51.04,-3.9,37.28,19
CUST-00261,Adeline Li,2100,2025-05-23,2026-02-09,8,25.03,200.24,3,Beauty & Skincare,OTC Medicines,Eye Care,20,25,Occasional Visitors,4,4,0,274,84.82,0.4,36.65,30
CUST-00262,Ryan Taylor,2070,2024-06-06,2026-02-20,86,66.91,5754.26,5,Vitamins & Supplements,Personal Care,Beauty & Skincare,9,79,Power Shoppers,3,83,4,5764,137.91,20.9,41.60,24
CUST-00263,Delilah Duffy,2112,2024-09-30,2025-10-06,20,68.62,1372.40,2,Prescription,Baby & Child,,146,12,At-Risk,0,20,12,1738,80.93,-10.8,41.45,22
CUST-00264,Liam Long,2160,2026-02-25,2026-02-03,6,35.04,210.24,4,Prescription,Health Devices,First Aid,26,45,New Customers,4,2,4,268,118.35,-20.2,39.34,24
CUST-00265,Lucy Liu,2070,2024-09-01,2026-01-23,7,45.96,321.72,1,First Aid,,,37,54,Occasional Visitors,4,3,2,436,147.66,-22.0,37.09,32
CUST-00266,Matthew Long,2140,2025-08-25,2026-01-06,9,38.44,345.96,2,Weight Management,Beauty & Skincare,,54,36,Occasional Visitors,2,7,2,293,183.19,-23.3,35.26,31
CUST-00267,Matthew Dunne,2153,2024-03-19,2026-02-11,27,53.28,1438.56,6,OTC Medicines,Oral Care,Vitamins & Supplements,18,59,Regular Shoppers,0,27,12,1689,221.26,-17.0,38.52,19
CUST-00268,Nora McCarthy,2176,2024-10-22,2026-02-14,55,44.68,2457.40,7,Oral Care,Health Devices,Allergy & Sinus,15,65,Regular Shoppers,4,51,12,2038,207.51,-11.1,32.45,21
CUST-00269,Isabella Daly,2085,2025-05-27,2026-02-14,8,23.35,186.80,4,Beauty & Skincare,Allergy & Sinus,Baby & Child,15,52,Occasional Visitors,0,8,2,277,100.14,21.1,35.49,26
CUST-00270,Margaret Torres,2100,2025-12-29,2026-02-24,1,48.70,48.70,3,Allergy & Sinus,Oral Care,Personal Care,5,45,New Customers,4,-3,0,45,174.53,-9.1,44.10,31
CUST-00271,Hailey Davis,2077,2023-12-14,2025-10-28,27,25.55,689.85,3,Eye Care,Beauty & Skincare,Vitamins & Supplements,124,27,At-Risk,3,24,12,609,57.03,-8.1,34.51,32
CUST-00272,Kaylee Thomas,2140,2024-01-22,2025-12-13,41,40.72,1669.52,3,Health Devices,OTC Medicines,Weight Management,78,17,At-Risk,5,36,2,2224,190.37,29.6,43.71,31
CUST-00273,Nora Adams,2228,2025-02-15,2026-02-08,50,69.84,3492.00,8,Baby & Child,Vitamins & Supplements,OTC Medicines,21,58,Regular Shoppers,2,48,6,3366,274.80,-7.4,47.46,28
CUST-00274,Brianna Chen,2200,2024-06-28,2026-02-23,115,104.57,12025.55,6,Eye Care,First Aid,Oral Care,6,78,Power Shoppers,9,106,4,17122,178.23,-6.1,37.66,23
CUST-00275,Lillian Regan,2220,2025-01-25,2026-01-08,13,17.32,225.16,1,OTC Medicines,,,52,50,Occasional Visitors,0,13,1,314,18.51,-15.9,38.71,31
CUST-00276,Ruby White,2150,2024-04-05,2026-02-24,55,71.31,3922.05,5,Fragrance,Allergy & Sinus,Health Devices,5,85,Power Shoppers,9,46,2,5416,200.46,22.3,34.36,34
CUST-00277,Rose Chen,2153,2024-12-17,2026-01-23,13,38.22,496.86,1,Vitamins & Supplements,,,37,27,Occasional Visitors,4,9,5,527,107.41,13.6,39.17,23
CUST-00278,Andrew Martinez,2090,2024-12-23,2026-02-19,64,126.21,8077.44,11,Baby & Child,Personal Care,Oral Care,10,85,Power Shoppers,19,45,3,10485,603.48,-0.8,40.94,21
